username,grade,review,w_name,bottler,age,w_type,vint,subtype,abv,region,price,avaib,url
Andy,cminus,n:  New makey.  Leaning toward corn whiskey though. p:   Well pretty much what you'd expect from new make.  I do appreciate that it doesn't suck.  Is it good?  No but that's pretty rare outside Islay for unaged whiskey anyhow.,Silver Coyote,OB,N/A,American,N/A,Single Malt,46,New Mexico,30,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3556/Silver-Coyote
Fuji,f,N:New make. Wet grain and oats. P: Neutral.  Olive oil. F: Finish is buttery.  An example of a very good vodka. ,Silver Coyote,OB,N/A,American,N/A,Single Malt,46,New Mexico,30,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3556/Silver-Coyote
Andy,bplus,n:  lavendar and chocolate covered cherries p:  Armagnac-like.  Semi-sweet and delicious at first but it fades a bit fast.  Quaffable. B/B+ ,Smith's Angaston Whisky 14yr,OB,14 yrs,World,N/A,Other,43.5,Australia,150,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3853/Smiths-Angaston-Whisky-14yr
Andy,cplus,n:  Neutral p:  Oats sugar rubbing alcohol C/C+ ,Speyburn Braden Orach,OB,N/A,Scotch,N/A,Single Malt,40,Speyside,20,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3391/Speyburn-Braden-Orach
Andy,b,n:  toffee and dates p:  Bitter and spicy.  With a bit of water:  hints of cinnamon and general Christmas spice.  Just hints though.  This seems like the boring cousin of something better. B-/B ,Spice Tree Extravaganza,Compass Box,N/A,Scotch,N/A,Vatted Malt,46,,180,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3907/Spice-Tree-Extravaganza
Andy,b,n:  Orange peel and varnish.  Bitter p:  Dense citrus bitters over lumber. Hot and lively. B-/B ,Springbank 12 Cask Strength,OB,12 yrs,Scotch,N/A,Single Malt,53.8,Campbeltown,70,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3828/Springbank-12-Cask-Strength
Andy,bplus,n:  Skin of a dark red apple p: Hot.  Water advised.Mouthfeel is thick oil.  Begins with Christmas spice plum candy (yay) then the sherry goes a little stale toward the finish (boo).  The vapors make for an intense whisky experience. ,Springbank 1996  DL Platinum Old & Rare for K&L,Hunter Laing,18 yrs,Scotch,1996,Single Malt,56.7,Campbeltown,300,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3785/Springbank-1996--DL-Platinum-Old-and-Rare-for-K-and-L
Fuji,bminus,Charred raisin and prune.  Caramelized fruit incense and mahogany.   Cigar smoke and dark berry fruit pie.   Sadly there is a bit of funk on the finish. B/B-,Springbank 1996  DL Platinum Old & Rare for K&L,Hunter Laing,18 yrs,Scotch,1996,Single Malt,56.7,Campbeltown,300,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3785/Springbank-1996--DL-Platinum-Old-and-Rare-for-K-and-L
Adam,bplus,Moderate sherry nose golden raisins. Palate is sweet and tart with light smoke approaching cloyingly sweet. Notes of apricots marmalade strawberry jam. Finishes with more lingering sweetness honey jelly and mild smoke. Pretty good stuff. Like many Springbanks (more so than other malts) this one improves as the bottle's been open a while. ,Springbank 1996  DL Platinum Old & Rare for K&L,Hunter Laing,18 yrs,Scotch,1996,Single Malt,56.7,Campbeltown,300,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3785/Springbank-1996--DL-Platinum-Old-and-Rare-for-K-and-L
Andy,b,n:  chlorine and wood deck in summer. p:  bit hot.  With water:  Velvety nectarine.  A tad floral.  Great mouthfeel but the flavor take a bit more searching for than in a better malt.,Springbank 19yr Bourbon Cask,OB,19 yrs,Scotch,1996,Single Malt,58.6,Campbelltown,300,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3827/Springbank-19yr-Bourbon-Cask
Fuji,bminus,Melted butter cut grass toffee. ,Springbank 21 (2014 Release),OB,21 yrs,Scotch,N/A,Single Malt,46,Campbeltown,350,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3374/Springbank-21-(2014-Release)
Andy,c,n:  Caramel apple (green) p:  Peppery and dry.  Bitter wood.  Goes nowhere.  C- Retaste 7/13/16 C+ ,Springbank 21 (2014 Release),OB,21 yrs,Scotch,N/A,Single Malt,46,Campbeltown,350,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3374/Springbank-21-(2014-Release)
Ries,b,n: Clean linens citrus cream green tobacco leaf all surrounded by a soft whiff of smoke. t: soft and sweet with citrus smoke. Butterscotch pudding and baked cloves. Cuperic note shows in the finish of black tea soaked too long.,Springbank 21 (2014 Release),OB,21 yrs,Scotch,N/A,Single Malt,46,Campbeltown,350,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3374/Springbank-21-(2014-Release)
Andy,b,n:  Fruit punch kool aid.  Leather jacket p:   Floral and finished wood.  Mowed grass.  Strays past boring but not too much so.,Springbank 25,OB,25 yrs,Scotch,N/A,Single Malt,46,Campbeltown,600,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3826/Springbank-25
Fuji,bminus,[no notes],Springbank 25,OB,25 yrs,Scotch,N/A,Single Malt,46,Campbeltown,600,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3826/Springbank-25
Ries,b,n: golden cherry black tea with lemon floral smoke and vanilla cake batter. t: fruity - golden raisins dried pears and white chocolate. Tart in the middle with a very oaky finish.  [B/B+],Springbank 25,OB,25 yrs,Scotch,N/A,Single Malt,46,Campbeltown,600,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3826/Springbank-25
Andy,cplus,n:  Fantastic.  Pear brandy. p:  Pears and rubbing alcohol with a finish that adds corn flakes cereal.  A bit more raw than the nose suggests. B-/C+ ,St. George (new bottle),OB,N/A,American,N/A,Single Malt,43,California,55,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3313/St-George-(new-bottle)
Andy,c,n:  Caramel and shellac p:  Young but not harsh.  Lemony hardwood.  Definitely not complex.  It comes it.  It goes.  A bit to fast really. ,Starward,OB,N/A,World,N/A,Other,43,Australia,60,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3850/Starward
Andy,bminus,n:  Sharp like opening a warm bag of dried apricots. p:  Dark fruits vanilla beans and nail polish. Interesting although not entirely in a good way. ,Sullivan's Cove French Oak - Batch 052A,OB,12 yrs,World,2000,Other,47.5,Tasmania,175,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3852/Sullivans-Cove-French-Oak---Batch-052A
Andy,bminus,n: Figs and oats.  Bit too much alcohol. p: Hot.  Needs water.  White pepper and bread.  Fairly one dimensional.  ,Svenska Eldvatten 1994,Svenska  Eldvatten,19 yrs,Scotch,1994,Vatted Malt,54.5,,70,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3928/Svenska-Eldvatten-1994
Andy,cplus,n:  Musty lemons p:  Wow.  Salty burgers.  White Castle?  Krystal?  Gimme 5 more.  Bit bitter especially in the finish.  ,Talisker 2009 Hepburn's Choice for K&L,Hepburn's Chocie,5 yrs,Scotch,2009,Single Malt,59.5,Island,50,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3784/Talisker-2009-Hepburns-Choice-for-K-and-L
Ries,cminus,n: young sweet and grassy. fish oil in a tin cup. orange soda fizz beach driftwood and paper smoke. t: follows nose with more pronounced maritime elements (sea salt and brine). Drinking Tang™ from a tin cup. Metallic motor oil that coats the tongue. Tangy citrus petrol and wood dust. Short finish is wet grass and aspertame sweet (like lo-cal saltwater taffy). Interesting but very brash.,Talisker 2009 Hepburn's Choice for K&L,Hepburn's Chocie,5 yrs,Scotch,2009,Single Malt,59.5,Island,50,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3784/Talisker-2009-Hepburns-Choice-for-K-and-L
Fuji,c,Young and brash. New make corn and oats.,Talisker 2009 Hepburn's Choice for K&L,Hepburn's Chocie,5 yrs,Scotch,2009,Single Malt,59.5,Island,50,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3784/Talisker-2009-Hepburns-Choice-for-K-and-L
Ries,cminus,n: oysters on half shell. Sea brine and light paper match smoke. Lemon zest dried apricots and elmers glue.  t: baked green apple lemon ginger tea (bag used three times) and a bit of flat spice. Very thin and light. Burnt paper doused in stagnant water. Old wax candle and wallpaper paste in the dry ash finish.  [C-/D+],Talisker Skye, ,NAS yrs,Scotch,N/A,Single Malt,45.8,Island,55,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3473/Talisker-Skye
Andy,bminus,n:  Salty almonds.  Typical Talisker profile p:  Salt and summer.  Bitter toffey toward finish. B-/B ,Talisker Skye, ,NAS yrs,Scotch,N/A,Single Malt,45.8,Island,55,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3473/Talisker-Skye
Sku,b,This has a very fruity nose with pears.  The palate is malty/spicy with some sweetness. There's a nice balance between the sweet and spicy notes.  The finish is a peppery white wine like a Gerwurztraminer.  I really like this one. It's sugar and spice and everything nice. B/B+,Tamdhu 1998 Old Particular,Douglas Laing,16 yrs,Scotch,1998,Single Malt,48.4,Speyside,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3402/Tamdhu-1998-Old-Particular
Andy,b,n:  Anne Smith's fruit salad even down to the marachino cherries cut in half and an overabundance of sugar to appease her finicky son.  (thanks mom). p:  Fermented white fruit with a dash of pepper.  Sour watermelon candy for just the first brief second.  Finish seems to get more intense in raw heat. Water:  Wow takes a lot to tame.  Leans a little more toward musty vanilla with H2O added. B/B+ ,Tamdhu 1998 Old Particular,Douglas Laing,16 yrs,Scotch,1998,Single Malt,48.4,Speyside,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3402/Tamdhu-1998-Old-Particular
Dan,b,Pale yellow. Sweet nose with tropical fruit and flowers. Falls a little flat. Sweet malt easy drinker. Back-end bitterness. [2/28/15],Tamdhu 1998 Old Particular,Douglas Laing,16 yrs,Scotch,1998,Single Malt,48.4,Speyside,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3402/Tamdhu-1998-Old-Particular
Ries,b,n: soft oak spiced figs vanilla wafers; nice gentle spice.t: hot honeysuckle and clover honey dried pineapple rings. Very delicate but floral with a sweet edge. Spice and oak in the hot finish.  very solid B.,Tamdhu 1998 Old Particular,Douglas Laing,16 yrs,Scotch,1998,Single Malt,48.4,Speyside,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3402/Tamdhu-1998-Old-Particular
Andy,aminus,n:  Chocolate coverege cherries in a room full of antique hardwood.Deep and rich p:  Explosive.  Challenging but not too hot (at least for me.)  Velvety mint.  Orange infused cacao.  The spices are very agressive.  Not a gentle dram rather a hot night out. B+/A- ,Tasmanian Heartwood - Four Corners of Ross,Tasmanian Heartwood,N/A,World,N/A,Other,65.4,Tasmania,350,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3884/Tasmanian-Heartwood---Four-Corners-of-Ross
Andy,bplus,n:  ice cream with: butterscotch caramel and fresh asphalt.  mmm p:  Young and fun.  Grape and cherry jolly rancher and fireplace ash.  It's intense but not as hot as you'd expect. A great alternative to an overpriced independent release from Islay without sacrificing a bit of quality.   ,The Big Smoke,Duncan Taylor,N/A,Scotch,N/A,Vatted Malt,60,Islay,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3472/The-Big-Smoke
Fuji,b,Young new-makey nose.  The big peat and oil presence on the palate really saves this.  B/B-,The Big Smoke,Duncan Taylor,N/A,Scotch,N/A,Vatted Malt,60,Islay,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3472/The-Big-Smoke
Andy,bplus,n: grape cough syrup p:  yogurt raisins and dried apricots.  Intense and fruity but not overly sweet.  Easy sipper for sure. ,The Exclusive Blend 1980,Creative Whisky Co.,35 yrs,Scotch,1980,Blend,46,,180,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/4084/The-Exclusive-Blend-1980
Andy,bminus,n:  Nice.  Cane sugar p:  Hot.  Raw leather.  A typical (good) bourbon with a white pepper finish.  Big flavor.  ,The Gifted Horse, ,N/A,American,N/A,Other,57.5,Kentucky,50,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3882/The-Gifted-Horse
Adam,bminus,This kind of got bashed on release within the bourbon community and when I finally got around to tasting it I was expecting something fairly poor. But instead it's fairly good! Pretty much down-the-middle bourbon as far as flavors go -- caramel apple vanilla so on -- but the ABV jacks up the intensity. B/B-,The Gifted Horse, ,N/A,American,N/A,Other,57.5,Kentucky,50,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3882/The-Gifted-Horse
Andy,b,n:  Salty citrus and cherry p:  Salty Talisker base and a hint of earthiness with faint apricot.  Nice but thin and watery.  Perhaps a great whisky at 50abv. ,The Six Isles,William Maxwell & Co.,N/A,Scotch,N/A,Vatted Malt,43,Island,60,Collectors Only,http://www.lawhiskeysociety.com/whiskey-profile/3739/The-Six-Isles
Ries,bminus,n: burnt sherry notes of heavy ash and dry wood. Full rounded nose with golden fruit toffee all with a center of charred wood and smoke. t: follows the nose dried dark fruit smoked baklava and toffee. Earthy in the middle. This is dark and smokey (oily peat tar and waxed fruit) but has a reallly quick finish. Also as a sucker for great package design this is very aesthetically pleasing. [B-/B],This is Not a Luxury Whisky,Compass Box ,NAS yrs,Scotch,N/A,Blend,53.1,,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3704/This-is-Not-a-Luxury-Whisky
Andy,cplus,n:  Faint spiced cedar p:  Funky.  Carpet foam.  Meh. ,This is Not a Luxury Whisky,Compass Box ,NAS yrs,Scotch,N/A,Blend,53.1,,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3704/This-is-Not-a-Luxury-Whisky
Fuji,cplus,Sharp sour green apples chalk baby powder and wet hayGreen pear apple toasted wheat bread and barely water.  Trail mix mid palate and burnt soy sauce on the very short finish.,This is Not a Luxury Whisky,Compass Box ,NAS yrs,Scotch,N/A,Blend,53.1,,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3704/This-is-Not-a-Luxury-Whisky
Andy,cplus,n:  Cashews and a field of springtime flowers.   p:   Mildly malty.  Struggles to find a flavor.  Not helped by being watered down to 40% as it feels thin.  No off notes at all.  It's probably what the upper-tier blends shoot for (and charge more for).  Blind tasters would probably not guess it as whisky given how gentle it is on the palate.,Thomson Two Tone,OB,N/A,World,N/A,New Zealand,40,North Island,45,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3851/Thomson-Two-Tone
Andy,bminus,n:  Fruit salad.  Heavy on orange and peach.  Hint of sulpher. p:  Vegetable oil and wheat bread.  Yeasty. ,Tobermory 1994 The Maltman,Meadowside Blending Co.,16 yrs,Scotch,1994,Single Malt,46,Island,60,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3735/Tobermory-1994-The-Maltman
Sku,bplus,The nose is malty/fruity with mild peat.  The palate is rich with light peat growing stronger as it goes down and trailing off into the finish with a touch of mint.  This is a really nice one as well.,Tobermory 1996 Old Particular,Douglas Laing,18 yrs,Scotch,1996,Single Malt,48.4,Highland,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3403/Tobermory-1996-Old-Particular
Andy,b,n:  Something pungent at first whiff.  It's not bad but there's a whiff of cheap cheap (think Toy District LA) chinese plastic packaging. p: Faintly tanned leather or tweed.  Indiana Jones' office closet.  Toffee or weak molassas.  Pleasing enough but ultimately not one that will stick in my head.,Tobermory 1996 Old Particular,Douglas Laing,18 yrs,Scotch,1996,Single Malt,48.4,Highland,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3403/Tobermory-1996-Old-Particular
Dan,bminus,Very pale white-yelow. Not liking this one. Hints of throw-up at first which fall away. Spiced oak some sherry actually. [2/28/15],Tobermory 1996 Old Particular,Douglas Laing,18 yrs,Scotch,1996,Single Malt,48.4,Highland,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3403/Tobermory-1996-Old-Particular
Ries,bminus,n: salted plums dark leather jacket red berries. Richness with the peat in there to create a nice inviting nose. t: follows the nose but not as tasty as it smells. Dark toasted wheat bread with a light smear of honeybutter. Finish is a bit off with a sour note that quickly fades to oak.  [B-/C+],Tobermory 1996 Old Particular,Douglas Laing,18 yrs,Scotch,1996,Single Malt,48.4,Highland,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3403/Tobermory-1996-Old-Particular
Sku,b,On the nose there are the tequila like notes you get with young peat.  The palate is similarly brash with young peat and some acidic notes that last into the peaty finish.  This one tastes quite young (tasting blind I probably would have guessed it was younger than eight years) but it's fun and bold.,Tobermory 2004 Smoky & Peaty Hepburn's Choice,Hunter Laing,8 yrs,Scotch,2004,Single Malt,60.7,Highland,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3398/Tobermory-2004-Smoky-and-Peaty-Hepburns-Choice
Andy,bplus,n:  Lemony peat  (peat with a twist?) p:  It's um smoky and peaty.  Earthy and sweet style reminescent of lowland peaters although I've seen some indy Ardbegs go this way.  Mild asphalt at first.  Quite tasty and peaty really. B/B+ ,Tobermory 2004 Smoky & Peaty Hepburn's Choice,Hunter Laing,8 yrs,Scotch,2004,Single Malt,60.7,Highland,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3398/Tobermory-2004-Smoky-and-Peaty-Hepburns-Choice
Dan,bminus,Pale yellow. Smoke is not in your face. Background sweetness with a good whiff of alcohol. Some off notes on the nose a little grassy some mint and obviously the peat. Palate is sharp. Finish is drying. [3/4/15],Tobermory 2004 Smoky & Peaty Hepburn's Choice,Hunter Laing,8 yrs,Scotch,2004,Single Malt,60.7,Highland,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3398/Tobermory-2004-Smoky-and-Peaty-Hepburns-Choice
Ries,bminus,n: quite smokey like a mezcal... *eyebrow raise* Yup. Wet green grass on a hot summer day and light lemon peel. I like this nose. t: Still mezcal-ly young and bright with a very Earthy peat smoke like smoudering driftwood. Paper ash and dry white pepper in a slightly sour finish. Interesting and fun a converstion bottle to share with friends.   [B-.] ,Tobermory 2004 Smoky & Peaty Hepburn's Choice,Hunter Laing,8 yrs,Scotch,2004,Single Malt,60.7,Highland,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3398/Tobermory-2004-Smoky-and-Peaty-Hepburns-Choice
Andy,b,n: Lavendar and honeysuckle. P:  Lavendar honey and lemon.  Beef fat. Tasty.  B/B+ ,Tomatin 1994 Blackadder Raw Cask,Blackadder,20 yrs,Scotch,1994,Single Malt,47.7,Highland,130,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3657/Tomatin-1994-Blackadder-Raw-Cask
Andy,bplus,Cedar chest and caramel cubes with a splash of cherry heering.  Great balance. B+/A- ,Tomatin 30,OB,30 yrs,Scotch,N/A,Single Malt,46,Highland,200,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3176/Tomatin-30
Andy,bminus,n: Creme Broulle p:  Tangy citrus and toffee.  Peat must be hidden.  A bit more bitter than a typical Tomatin.  Hint of mint especially toward the finish.,Tomatin Cu Bocan,OB,N/A,Scotch,N/A,Single Malt,46,Highland,55,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3917/Tomatin-Cu-Bocan
Andy,c,n:  New make.  Red oak p:  Very salted.  Apricots and lemon.  Way too young. ,Tomintoul 2001 Malts of Scotland,Malts of Scotland,10 yrs,Scotch,2001,Single Malt,53.9,Speyside,70,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3185/Tomintoul-2001-Malts-of-Scotland
Andy,dplus,n:  balloons flowers and rubbing alcohol p:  There is nothing good here.  The only kind thing to say is that the rubbing alcohol flavor is very faint.  I would only use this in a cocktail strong enough to mask the alcohol.  Seriously you are better of with a 15 blend. ,Trader Joe's Single Malt Irish Whiskey 8yr,Trader Joe's,8 yrs,Irish,N/A,Single Malt,40,,30,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3916/Trader-Joes-Single-Malt-Irish-Whiskey-8yr
Andy,b,n:  Tin bucket and toffee. p:  Tannic wood.  Heavy white pepper. Little bit of a funk is all you get from the sherry.,Tullibardine 1998 Sherry Wood Finish,OB,N/A,Scotch,1998,Single Malt,46,Highland,70,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3395/Tullibardine-1998-Sherry-Wood-Finish
Andy,b,n:  reminds me of an empty used leather purse. p:  Sharp.  Not too hot but a pretty intense flavor.  Salted caramel.  Chemicals.  Decent. ,Undisclosed Islay 2nd release,Single Cask Nation,7 yrs,Scotch,2008,Single Malt,57.8,Islay,125,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3650/Undisclosed-Islay-2nd-release
Ries,bminus,n: melting plastic yellow antipasto peppers young and wet grass strong honey and brown sugar sweetspot.   t: caramel and saltwater taffy but less peaty than the nose implies. Baked black raisins and rather oily mouth coating. Char and smoked brisket finish.,Undisclosed Islay 2nd release,Single Cask Nation,7 yrs,Scotch,2008,Single Malt,57.8,Islay,125,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3650/Undisclosed-Islay-2nd-release
Fuji,bminus,Sharp citrus mineral and metallic. Vanilla and heatherBBQ and intense peat. Smoke and tar. Ash and smoke.  Ardbeg?,Undisclosed Islay 2nd release,Single Cask Nation,7 yrs,Scotch,2008,Single Malt,57.8,Islay,125,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3650/Undisclosed-Islay-2nd-release
Andy,d,n: Nothing really.  Faint rubbing alcohol. p:  Boo.  Yeah rubbing alcohol.  Put this in a barrel or a hospital.  ,Virginia Lightning Corn Whiskey,Belmont Farms,N/A,American,N/A,Corn,50,Virginina,20,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3266/Virginia-Lightning-Corn-Whiskey
Andy,b,n:  WTF?!  Well that's new.  Not bad but new.  Intense spices and sugar.  Condensed clover.  Very unique. p:  The honey is there.  Is this whisky?  Almost more of a honey liqueur really.  They floral honey is fairly dominant over all else. It's easy to enjoy difficult to categorize. ,Waitui Manuka,OB,N/A,World,N/A,New Zealand,40,South Island,100,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3854/Waitui-Manuka
Andy,bminus,n:  Hard rubberp:  Earthy put with a hint of ash and candied cherry.  Gentle and thin thanks to the water.  Pretty good for an introduction to peat,Wemyss Peat Chimney 8,Wemyss Malts,8 yrs,Scotch,N/A,Vatted Malt,40,,50,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3634/Wemyss-Peat-Chimney-8
Andy,bplus,n: cherries and shoe polish.  Kero syrup with waterp: Bold and entertaining. Vulcanized rubber meets maple syrup and honeysuckle. Bizarre in a fun way.  Water tames but doesn't develop anything new.  Finish is like biting a tire and forgetting to let go. ,Westland 2012 Single Cask Nation,Single Cask Nation,2 yrs,American,2012,Single Malt,60,Washington,75,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3190/Westland-2012-Single-Cask-Nation
Sku,cplus,Nose has peat chlorine and burning plastic. Palate is peat and sulfur with a slight sweetness.  Finish is mostly sulfur.  It's not horrible but is a bit of a mess.  ,Westland 2012 Single Cask Nation,Single Cask Nation,2 yrs,American,2012,Single Malt,60,Washington,75,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3190/Westland-2012-Single-Cask-Nation
Andy,cplus,n:  Isopropyl and saltwater taffey. p:  A bit hot and confusing. With water:  Insists on still being a bit hot.  Cedar and vanilla.  Doesn't really form anything in the finish.  It really just scatters in an odd way.  Good mouthfeel but this one stays too indistinct. ,Westland 2nd Release SCN,Single Cask Nation,3 yrs,American,2012,Single Malt,62.6,Washington,85,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3674/Westland-2nd-Release-SCN
Fuji,cplus,New make dry oats hay and toffee. Honey and salt. Partial board wet rug and glue. Green apple core wax carmakers marshmallows chewed bubble gum and trail mixRoasted peanuts and walnuts,Westland 2nd Release SCN,Single Cask Nation,3 yrs,American,2012,Single Malt,62.6,Washington,85,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3674/Westland-2nd-Release-SCN
Andy,b,n:  wow.  A new obscure and fantastic wood.  Almost a wood candy p:  Typical American Single Malt maltiness with a winey finish.  A letdown after the nose but still good. B-/B ,Westland Garryana,OB,N/A,American,N/A,Single Malt,56.2,Washington,125,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3934/Westland-Garryana
Ries,bplus,Great nose. Dark spice oak and spearmint with delicate powdered sugar sweetness. Nice distinctive oak influence with vanilla cream black pepper and no peat in the 2017 release. Middle has milk chocolate and overripe banana. The finish is very nice and long -  walnut black vanilla and waxy. Overall a bit strange and winey aspects (from the OR oak?) but that gets kudos in my book.  (B+/B Westland Garryana 2017 edition 2/1),Westland Garryana,OB,N/A,American,N/A,Single Malt,56.2,Washington,125,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3934/Westland-Garryana
Andy,b,n:  Mixed fruit cobbler in a fewsh wood bowl. p:  Wood varnish.  Unsweet with a hint of coal and soil.  Salty and simple finish. ,Westland Peated 3rd Release,OB,2 yrs,American,N/A,Single Malt,46,Wa,65,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3191/Westland-Peated-3rd-Release
Fuji,cminus,N: Sweet malty new make plastic peat and rusty tin paleP: Neutral.  Some new make/ raw oats and wheat bread. ,Westland Peated 3rd Release,OB,2 yrs,American,N/A,Single Malt,46,Wa,65,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3191/Westland-Peated-3rd-Release
Ries,cplus,n: smoked cherries milk chocolate and pine tar. t: fruit forward the peat in this is soft and gentle (like smoked strawberries on a grill). Youthful and acetone flavour (new make). Would like a while more in the cask and at a higher ABV. ,Westland Peated 3rd Release,OB,2 yrs,American,N/A,Single Malt,46,Wa,65,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3191/Westland-Peated-3rd-Release
Andy,cplus,n: Bubblegum.  Lively. p:  Crazy thin and dull.  Slightest hint of turpentine and simple surup.  Harmless. ,White Oak Akashi, ,N/A,Japanese,N/A,Blend,40, Honshu ,35,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3253/White-Oak-Akashi
Fuji,cplus,Dry oak preserved fruit and trail mix. Just a hint of salt on the finish. ,White Oak Akashi, ,N/A,Japanese,N/A,Blend,40, Honshu ,35,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3253/White-Oak-Akashi
Andy,b,n:  Raisin oatmeal cookie p:  Toast with mint and agave B/B+ ,White Oak Akashi Single Malt, ,N/A,Japanese,N/A,Single Malt,46,Honshu - Toyama,75,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3359/White-Oak-Akashi-Single-Malt
Fuji,bminus,Smoked oak and incense  Light and sweet palate.,White Oak Akashi Single Malt, ,N/A,Japanese,N/A,Single Malt,46,Honshu - Toyama,75,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3359/White-Oak-Akashi-Single-Malt
Fuji,c,N: Vanilla dry hay and corn flakes with powdered sugar.   Potpourri and oak. P: Bitter pomelo skin herbal and flat soda. Lingering green leafy finish. ,Wild Turkey Master's Keep,Wild Turkey,17 yrs,American,N/A,Bourbon,43.4,Kentucky,135,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3727/Wild-Turkey-Masters-Keep
Andy,c,n:  bourbony p:  bitter and rooty.  stale. ,Wild Turkey Master's Keep,Wild Turkey,17 yrs,American,N/A,Bourbon,43.4,Kentucky,135,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3727/Wild-Turkey-Masters-Keep
